,index,Word,Tag,sentence_id
11955,12798,D,O,843
11956,12800,Trâu,B-T,844
11957,12801,bò,I-T,844
11958,12802,chứ,I-T,844
11959,12803,ko,I-T,844
11960,12804,phải,I-T,844
11961,12805,người,I-T,844
11962,12806,mà,O,844
11963,12807,.,O,844
11964,12808,🤔,O,844
11965,12809,Sức,O,844
11966,12810,chịu,O,844
11967,12811,đựng,O,844
11968,12812,của,O,844
11969,12813,dân,O,844
11970,12814,thủ,O,844
11971,12815,đô,O,844
11972,12816,thật,O,844
11973,12817,đáng,O,844
11974,12818,ngưỡng,O,844
11975,12819,mộ,O,844
11976,12820,.,O,844
11977,12821,Hàng,O,844
11978,12822,ngày,O,844
11979,12823,họ,O,844
11980,12824,hít,B-T,844
11981,12825,thuỷ,I-T,844
11982,12826,ngân,I-T,844
11983,12827,",",I-T,844
11984,12828,bụi,I-T,844
11985,12829,mịn,I-T,844
11986,12830,ô,I-T,844
11987,12831,nhiễm,I-T,844
11988,12832,",",O,844
11989,12833,uống,B-T,844
11990,12834,nước,I-T,844
11991,12835,thải,I-T,844
11992,12836,qua,I-T,844
11993,12837,đường,I-T,844
11994,12838,ống,I-T,844
11995,12839,làm,I-T,844
11996,12840,bằng,I-T,844
11997,12841,vật,I-T,844
11998,12842,liệu,I-T,844
11999,12843,phế,I-T,844
12000,12844,thải,I-T,844
12001,12845,trung,I-T,844
12002,12846,quốc,I-T,844
12003,12847,(,O,844
12004,12848,ống,O,844
12005,12849,nước,O,844
12006,12850,bể,O,844
12007,12851,mấy,O,844
12008,12852,chục,O,844
12009,12853,lần,O,844
12010,12854,),O,844
12011,12855,",",O,844
12012,12856,ăn,B-T,844
12013,12857,thực,I-T,844
12014,12858,phẩm,I-T,844
12015,12859,chứa,I-T,844
12016,12860,chất,I-T,844
12017,12861,độc,I-T,844
12018,12862,hại,I-T,844
12019,12864,Cầm,O,845
12020,12865,gậy,O,845
12021,12866,lên,O,845
12022,12867,là,O,845
12023,12868,làm,O,845
12024,12869,ca,O,845
12025,12870,sĩ,O,845
12026,12871,:,O,845
12027,12872,₫,O,845
12028,12873,),O,845
12029,12875,Đọc,O,846
12030,12876,mấy,O,846
12031,12877,dòng,O,846
12032,12878,cuối,O,846
12033,12879,tức,B-T,846
12034,12880,muốn,I-T,846
12035,12881,điên,I-T,846
12036,12882,luôn,O,846
12037,12884,bị,O,847
12038,12885,tam,B-T,847
12039,12886,than,I-T,847
12040,12887,My,O,847
12041,12888,co,O,847
12042,12889,giam,O,847
12043,12890,dinh,O,847
12044,12891,than,B-T,847
12045,12892,kinh,I-T,847
12046,12893,ong,O,847
12047,12894,nay,O,847
12048,12895,chua,O,847
12049,12896,?,O,847
12050,12898,Bùi,O,848
12051,12899,Trường,O,848
12052,12900,ko,O,848
12053,12901,có,O,848
12054,12902,sách,O,848
12055,12903,phép,O,848
12056,12904,thì,O,848
12057,12905,sao,O,848
12058,12906,thành,O,848
12059,12907,công,O,848
12060,12908,đc,O,848
12061,12909,:,O,848
12062,12910,),O,848
12063,12911,),O,848
12064,12913,Phạm,O,849
12065,12914,Văn,O,849
12066,12915,Lộc,O,849
12067,12916,chúc,O,849
12068,12917,hay,O,849
12069,12918,mỗi,O,849
12070,12919,tội,O,849
12071,12920,chính,O,849
12072,12921,tả,O,849
12073,12922,nên,O,849
12074,12923,như,O,849
12075,12924,lol,B-T,849
12076,12925,:,O,849
12077,12926,),O,849
12078,12927,),O,849
12079,12929,Em,O,850
12080,12930,đợi,O,850
12081,12931,thầy,O,850
12082,12932,mang,O,850
12083,12933,lại,O,850
12084,12934,tin,O,850
12085,12935,vui,O,850
12086,12936,cho,O,850
12087,12937,anh,O,850
12088,12938,em,O,850
12089,12939,trong,O,850
12090,12940,gr,O,850
12091,12941,em,O,850
12092,12942,sẽ,O,850
12093,12943,đợi,O,850
12094,12944,thầy,O,850
12095,12945,về,O,850
12096,12947,Nay,O,851
12097,12948,chị,O,851
12098,12949,dẹp,O,851
12099,12950,quá,O,851
12100,12952,thầy,O,852
12101,12953,park,O,852
12102,12954,trốn,O,852
12103,12955,phỏng,O,852
12104,12956,vấn,O,852
12105,12957,đi,O,852
12106,12958,gặp,O,852
12107,12959,nữ,O,852
12108,12960,y,O,852
12109,12961,tá,O,852
12110,12962,người,O,852
12111,12963,nhật,O,852
12112,12964,trợ,O,852
12113,12965,tim,O,852
12114,12966,rồi,O,852
12115,12968,Ráng,O,853
12116,12969,qc,O,853
12117,12970,kiếm,O,853
12118,12971,tiền,O,853
12119,12972,nuôi,O,853
12120,12973,vợ,O,853
12121,12974,con,O,853
12122,12975,chứ,O,853
12123,12976,đừng,O,853
12124,12977,như,O,853
12125,12978,e,O,853
12126,12980,Cực,O,854
12127,12981,kì,O,854
12128,12982,thuyết,O,854
12129,12983,phục,O,854
12130,12984,:,O,854
12131,12985,),O,854
12132,12986,),O,854
12133,12987,),O,854
12134,12989,CHI,O,855
12135,12990,ĐEP,O,855
12136,12991,QUÁ,O,855
12137,12992,.,O,855
12138,12994,Hồng,O,856
12139,12995,Thắm,O,856
12140,12996,book,O,856
12141,12997,lịch,O,856
12142,12998,đánh,O,856
12143,12999,nhà,O,856
12144,13000,cá,O,856
12145,13001,nha,O,856
12146,13002,:,O,856
12147,13003,),O,856
12148,13004,),O,856
12149,13005,),O,856
12150,13007,Trung,O,857
12151,13008,Trần,O,857
12152,13009,vcc,B-T,857
12153,13010,:,O,857
12154,13011,),O,857
12155,13012,),O,857
12156,13014,ông,O,858
12157,13015,đặt,O,858
12158,13016,cho,O,858
12159,13017,tên,O,858
12160,13018,Khánh,O,858
12161,13019,bánh,O,858
12162,13020,.,O,858
12163,13021,ông,O,858
12164,13022,mất,O,858
12165,13023,rồi,O,858
12166,13024,🙂,O,858
12167,13026,Ghê,B-T,859
12168,13027,vãi,I-T,859
12169,13029,Bắt,O,860
12170,13030,được,O,860
12171,13031,đừng,O,860
12172,13032,chữa,O,860
12173,13033,nhốt,B-T,860
12174,13034,vào,I-T,860
12175,13035,cho,I-T,860
12176,13036,chết,I-T,860
12177,13037,luôn.loại,B-T,860
12178,13038,này,I-T,860
12179,13039,đừng,I-T,860
12180,13040,để,I-T,860
12181,13041,đẻ,I-T,860
12182,13042,trứng,I-T,860
12183,13043,!,O,860
12184,13045,@,O,861
12185,13046,Trà,O,861
12186,13047,My,O,861
12187,13048,đr,O,861
12188,13050,Trung,O,862
12189,13051,đầu,O,862
12190,13052,nấm,O,862
12191,13054,Minh,O,863
12192,13055,hiếu,O,863
12193,13056,chửi,B-T,863
12194,13057,lồn,B-T,863
12195,13058,mà,O,863
12196,13059,còn,O,863
12197,13060,hay,O,863
12198,13062,không,O,864
12199,13063,nhé,O,864
12200,13065,Ngày,O,865
12201,13066,nào,O,865
12202,13067,tui,O,865
12203,13068,cũng,O,865
12204,13069,nghe,O,865
12205,13070,tin,O,865
12206,13071,là,O,865
12207,13072,thêm,O,865
12208,13073,1,O,865
12209,13074,bệnh,O,865
12210,13075,nhân,O,865
12211,13076,lo,O,865
12212,13077,lắng,O,865
12213,13078,thật,O,865
12214,13079,sự,O,865
12215,13080,😞,O,865
12216,13082,Có,O,866
12217,13083,não,O,866
12218,13084,mà,O,866
12219,13085,để,O,866
12220,13086,tay,O,866
12221,13087,nhanh,O,866
12222,13088,hơn,O,866
12223,13089,não,O,866
12224,13090,:,O,866
12225,13091,v,O,866
12226,13093,Xoá,O,867
12227,13094,bài,O,867
12228,13095,là,O,867
12229,13096,đúng,O,867
12230,13097,thôi,O,867
12231,13098,",",O,867
12232,13099,(,O,867
12233,13100,ko,O,867
12234,13101,thì,O,867
12235,13102,các,O,867
12236,13103,ông,O,867
12237,13104,lãnh,O,867
12238,13105,đạo,O,867
12239,13106,bị,O,867
12240,13107,lôi,B-T,867
12241,13108,cái,I-T,867
12242,13109,đuôi,I-T,867
12243,13110,ra,O,867
12244,13111,),O,867
12245,13112,",",O,867
12246,13113,có,O,867
12247,13114,quỹ,O,867
12248,13115,xoá,O,867
12249,13116,đói,O,867
12250,13117,giảm,O,867
12251,13118,nghèo,O,867
12252,13119,có,O,867
12253,13120,mà,O,867
12254,13122,nước,O,868
12255,13123,Mỹ,O,868
12256,13124,đã,O,868
12257,13125,bỏ,O,868
12258,13126,rơi,O,868
12259,13127,chúng,O,868
12260,13128,ta,O,868
12261,13129,câu,O,868
12262,13130,này,O,868
12263,13131,nghe,O,868
12264,13132,có,O,868
12265,13133,vẻ,O,868
12266,13134,phủ,O,868
12267,13135,phàng,O,868
12268,13136,nhỉ,O,868
12269,13137,.,O,868
12270,13139,Nhìn,O,869
12271,13140,như,O,869
12272,13141,con,B-T,869
12273,13142,bóng,I-T,869
12274,13143,lải,I-T,869
12275,13144,cái,I-T,869
12276,13145,🤣,O,869
12277,13147,Thứ,B-T,870
12278,13148,ngu,I-T,870
12279,13149,như,O,870
12280,13150,m,B-T,870
12281,13151,nói,O,870
12282,13152,chuyện,O,870
12283,13153,mất,O,870
12284,13154,tg.đi,B-T,870
12285,13155,học,I-T,870
12286,13156,lại,I-T,870
12287,13157,lớp,I-T,870
12288,13158,mẫu,I-T,870
12289,13159,giáo,I-T,870
12290,13160,đi,I-T,870
12291,13162,nhai,B-T,871
12292,13163,đi,I-T,871
12293,13164,nhai,I-T,871
12294,13165,lại,I-T,871
12295,13166,đéo,B-T,871
12296,13167,biết,O,871
12297,13168,mỏi,O,871
12298,13169,mỏ,B-T,871
12299,13170,àh,O,871
12300,13172,Tưởng,O,872
12301,13173,Xuân,O,872
12302,13174,Hiển,O,872
12303,13175,vcl,B-T,872
12304,13176,ba,B-T,872
12305,13177,chó,I-T,872
12306,13178,:,O,872
12307,13179,vvv,O,872
12308,13181,địtmẹ,B-T,873
12309,13182,bọn,B-T,873
12310,13183,dân,I-T,873
12311,13184,đen,I-T,873
12312,13185,như,I-T,873
12313,13186,các,I-T,873
12314,13187,ông,I-T,873
12315,13188,thì,I-T,873
12316,13189,làm,I-T,873
12317,13190,gì.đau,I-T,873
12318,13191,đầu,O,873
12319,13192,thực,O,873
12320,13193,sự,O,873
12321,13194,:,O,873
12322,13195,),O,873
12323,13196,),O,873
12324,13197,),O,873
12325,13199,lúc,O,874
12326,13200,đi,O,874
12327,13201,thì,O,874
12328,13202,xung,O,874
12329,13203,sức,O,874
12330,13204,.,O,874
12331,13205,lúc,O,874
12332,13206,về,O,874
12333,13207,ôi,O,874
12334,13208,mệt,O,874
12335,13209,thôi,O,874
12336,13210,rồi,O,874
12337,13211,:,O,874
12338,13212,v,O,874
12339,13214,Nguyễn,O,875
12340,13215,Anh,O,875
12341,13216,Tú,O,875
12342,13217,ê,O,875
12343,13218,coi,O,875
12344,13219,nè,O,875
12345,13220,Tú,O,875
12346,13221,giờ,O,875
12347,13222,mới,O,875
12348,13223,nhớ,O,875
12349,13224,ra,O,875
12350,13225,xa,O,875
12351,13226,bờ,O,875
12352,13227,.,O,875
12353,13229,mớ,O,876
12354,13230,để,O,876
12355,13231,ý,O,876
12356,13232,kỉ,O,876
12357,13233,a,O,876
12358,13234,mc,O,876
12359,13235,đẹp,O,876
12360,13236,trai,O,876
12361,13237,vừa,O,876
12362,13238,gì😊,O,876
12363,13239,cười,O,876
12364,13240,cái,O,876
12365,13241,muốn,O,876
12366,13242,rụng,O,876
12367,13243,tim,O,876
12368,13244,luôn,O,876
12369,13245,❤️,O,876
12370,13247,May,O,877
12371,13248,la,O,877
12372,13249,co,O,877
12373,13250,nguoi,O,877
12374,13251,dai,O,877
12375,13252,loan,O,877
12376,13253,lay,O,877
12377,13254,my,O,877
12378,13255,do,O,877
12379,13256,my,O,877
12380,13257,the,O,877
12381,13258,bao,O,877
12382,13259,sao,O,877
12383,13260,ai,O,877
12384,13261,cung,O,877
12385,13262,ghet,O,877
12386,13263,song,O,877
12387,13264,cac,B-T,877
12388,13265,cu,B-T,877
12389,13266,vi,O,877
12390,13267,lam,B-T,877
12391,13268,di,I-T,877
12392,13269,9,I-T,877
12393,13270,phuong,I-T,877
12394,13271,con,I-T,877
12395,13272,1,I-T,877
12396,13273,phuong,I-T,877
12397,13274,de,I-T,877
12398,13275,lay,I-T,877
12399,13276,chong,I-T,877
12400,13277,nhe,O,877
12401,13279,Kinh,O,878
12402,13280,tế,O,878
12403,13281,thị,O,878
12404,13282,trường,O,878
12405,13283,định,O,878
12406,13284,hướng,O,878
12407,13285,đấy,O,878
12408,13286,!,O,878
12409,13287,😉,O,878
12410,13289,phục,O,879
12411,13290,cái,O,879
12412,13291,cm,B-T,879
12413,13292,mày,I-T,879
12414,13293,:,O,879
12415,13294,),O,879
12416,13296,Con,B-T,880
12417,13297,mẹ,B-T,880
12418,13298,day,O,880
12419,13299,làm,O,880
12420,13300,răng,O,880
12421,13301,giả,O,880
12422,13302,ghê,O,880
12423,13303,quá,O,880
12424,13305,Đạt,O,881
12425,13306,Văn,O,881
12426,13307,coi,O,881
12427,13308,xong,O,881
12428,13309,bị,O,881
12429,13310,lag,O,881
12430,13311,luôn,O,881
12431,13313,Cang,O,882
12432,13314,noi,O,882
12433,13315,cang,O,882
12434,13316,nham,B-T,882
12435,13317,nhi,I-T,882
12436,13318,qua,O,882
12437,13319,pho,O,882
12438,13320,bolsa,O,882
12439,13322,Cũng,O,883
12440,13323,hay,O,883
12441,13325,Có,O,884
12442,13326,ai,O,884
12443,13327,để,O,884
12444,13328,ý,O,884
12445,13329,rằng,O,884
12446,13330,cái,O,884
12447,13331,mẫu,O,884
12448,13332,hình,O,884
12449,13333,làm,O,884
12450,13334,logo,O,884
12451,13335,đại,O,884
12452,13336,diện,O,884
12453,13337,cho,O,884
12454,13338,băng,B-T,884
12455,13339,đảng,I-T,884
12456,13340,của,O,884
12457,13341,thằng,B-T,884
12458,13342,Vin,O,884
12459,13343,"""",O,884
12460,13344,vượn,B-T,884
12461,13345,"""",O,884
12462,13346,nó,O,884
12463,13347,có,O,884
12464,13348,nét,O,884
12465,13349,tương,O,884
12466,13350,đồng,O,884
12467,13351,với,O,884
12468,13352,cờ,O,884
12469,13353,của,O,884
12470,13354,đám,B-T,884
12471,13355,giặc,I-T,884
12472,13356,cộng,O,884
12473,13357,sản,O,884
12474,13358,Trung,O,884
12475,13359,Quốc,O,884
12476,13360,không,O,884
12477,13361,?,O,884
12478,13362,:,O,884
12479,13363,v,O,884
12480,13364,Éo,B-T,884
12481,13365,biết,O,884
12482,13366,team,O,884
12483,13367,designer,O,884
12484,13368,tụi,O,884
12485,13369,nó,O,884
12486,13370,nghĩ,O,884
12487,13371,cl,B-T,884
12488,13372,gì,O,884
12489,13373,nữa,O,884
12490,13374,:,O,884
12491,13375,3,O,884
12492,13377,Con,O,885
12493,13378,cac,B-T,885
12494,13380,Hoan,O,886
12495,13381,hô,O,886
12496,13382,LÒ,B-T,886
12497,13383,TÔN,I-T,886
12498,13385,Thằng,B-T,887
12499,13386,cha,O,887
12500,13387,tập,O,887
12501,13388,qua,O,887
12502,13389,đây,O,887
12503,13390,dân,O,887
12504,13391,mìh,O,887
12505,13392,nó,B-T,887
12506,13393,xem,O,887
12507,13394,như,O,887
12508,13395,choá,B-T,887
12509,13396,:,O,887
12510,13397,),O,887
12511,13398,),O,887
12512,13399,),O,887
12513,13400,),O,887
12514,13401,),O,887
12515,13403,Thí,O,888
12516,13404,sinh,O,888
12517,13405,xứ,O,888
12518,13406,mình,O,888
12519,13407,ngay,O,888
12520,13408,khi,O,888
12521,13409,nghe,O,888
12522,13410,câu,O,888
12523,13411,hỏi,O,888
12524,13412,sẽ,O,888
12525,13413,trừng,B-T,888
12526,13414,mắt,O,888
12527,13415,chửi,B-T,888
12528,13416,MC,O,888
12529,13417,:,O,888
12530,13418,Phản,B-T,888
12531,13419,động,I-T,888
12532,13420,",",O,888
12533,13421,phản,B-T,888
12534,13422,động,I-T,888
12535,13423,.,O,888
12536,13424,Rồi,O,888
12537,13425,nhìn,O,888
12538,13426,cả,O,888
12539,13427,lượt,O,888
12540,13428,BGK,O,888
12541,13429,:,O,888
12542,13430,Đồ,O,888
12543,13431,/,B-T,888
12544,13432,/,I-T,888
12545,13433,/,I-T,888
12546,13435,Nói,O,889
12547,13436,chuyện,O,889
12548,13437,xóc,B-T,889
12549,13438,óc,I-T,889
12550,13440,Đcm,B-T,890
12551,13441,.,O,890
12552,13442,Nó,B-T,890
12553,13443,đóng,O,890
12554,13444,thuế,O,890
12555,13445,nghìn,O,890
12556,13446,tỉ,O,890
12557,13447,thì,O,890
12558,13448,nó,B-T,890
12559,13449,được,O,890
12560,13450,quyền,O,890
12561,13451,giết,B-T,890
12562,13452,người,I-T,890
12563,13453,à,O,890
12564,13454,con,B-T,890
12565,13455,chó,I-T,890
12566,13457,Mấy,O,891
12567,13458,thằng,B-T,891
12568,13459,chó,I-T,891
12569,13460,cs,O,891
12570,13461,chắc,O,891
12571,13462,tức,O,891
12572,13463,lắm,O,891
12573,13464,vì,O,891
12574,13465,ng,O,891
12575,13466,dân,O,891
12576,13467,đã,O,891
12577,13468,phá,O,891
12578,13469,cái,O,891
12579,13470,nơi,B-T,891
12580,13471,cung,I-T,891
12581,13472,cấp,I-T,891
12582,13473,cứt,I-T,891
12583,13474,cho,O,891
12584,13475,tụi,B-T,891
12585,13476,nó,I-T,891
12586,13477,ăn,O,891
12587,13478,.,O,891
12588,13480,tau,B-T,892
12589,13481,khửa,I-T,892
12590,13482,ghét,O,892
12591,13483,Kpop,O,892
12592,13484,lại,O,892
12593,13485,còn,O,892
12594,13486,nhãy,O,892
12595,13487,trc,O,892
12596,13488,mặt,O,892
12597,13489,bác,O,892
12598,13490,Mao,O,892
12599,13491,như,O,892
12600,13492,z,O,892
12601,13493,là,O,892
12602,13494,bôi,O,892
12603,13495,nhọ,O,892
12604,13496,chính,O,892
12605,13497,quyền,O,892
12606,13498,xử,B-T,892
12607,13499,ngay,O,892
12608,13500,:,O,892
12609,13501,v,O,892
12610,13503,Tẩy,O,893
12611,13504,cmn,B-T,893
12612,13505,chay,O,893
12613,13506,ngay,O,893
12614,13507,và,O,893
12615,13508,luôn,O,893
12616,13509,cái,B-T,893
12617,13510,dn,O,893
12618,13511,khốn,B-T,893
12619,13512,nạn,I-T,893
12620,13513,và,O,893
12621,13514,bọn,B-T,893
12622,13515,toà,O,893
12623,13516,án,O,893
12624,13517,ăn,B-T,893
12625,13518,hùa,I-T,893
12626,13520,Nghe,O,894
12627,13521,rất,O,894
12628,13522,hư,O,894
12629,13523,trúc,O,894
12630,13524,nhưng,O,894
12631,13525,lại,O,894
12632,13526,là,O,894
12633,13527,mộ,O,894
12634,13528,Dung,O,894
12635,13529,phục,O,894
12636,13531,Sena,O,895
12637,13532,nhìn,O,895
12638,13533,mặc,O,895
12639,13534,như,O,895
12640,13535,lồn,B-T,895
12641,13537,Vừa,O,896
12642,13538,đọc,O,896
12643,13539,thấy,O,896
12644,13540,vậy,O,896
12645,13541,á,O,896
12646,13543,Cái,O,897
12647,13544,quần,B-T,897
12648,13545,què,I-T,897
12649,13546,gì,O,897
12650,13547,thế,O,897
12651,13548,này,O,897
12652,13549,chời,O,897
12653,13550,:,O,897
12654,13551,),O,897
12655,13552,),O,897
12656,13553,),O,897
12657,13555,Hiệp,O,898
12658,13556,Tis,O,898
12659,13557,Trường,O,898
12660,13558,Giang,O,898
12661,13559,các,O,898
12662,13560,cháu,O,898
12663,13561,nằm,O,898
12664,13562,trong,O,898
12665,13563,thành,O,898
12666,13564,phần,O,898
12667,13565,nào,O,898
12668,13566,:,O,898
12669,13567,v,O,898
12670,13569,Mất,B-T,899
12671,13570,hình,I-T,899
12672,13571,tượng,I-T,899
12673,13572,vl,I-T,899
12674,13574,Áo,O,900
12675,13575,ác,O,900
12676,13576,vậy,O,900
12677,13577,abe,O,900
12678,13578,:,O,900
12679,13579,),O,900
12680,13580,),O,900
12681,13581,),O,900
12682,13583,1lủ,B-T,901
12683,13584,ngu,B-T,901
12684,13585,adua,B-T,901
12685,13586,.,O,901
12686,13587,Ví,O,901
12687,13588,dụ,O,901
12688,13589,lở,O,901
12689,13590,có,O,901
12690,13591,ông,B-T,901
12691,13592,nội,I-T,901
12692,13593,nào,O,901
12693,13594,hút,O,901
12694,13595,đíu,O,901
12695,13596,thuốc,O,901
12696,13597,rồi,O,901
12697,13598,quăng,O,901
12698,13599,dô,O,901
12699,13600,ghế,O,901
12700,13601,ngồi,O,901
12701,13602,.,O,901
12702,13603,Nó,O,901
12703,13604,cháy,O,901
12704,13605,rôi,O,901
12705,13606,ko,O,901
12706,13607,lẻ,O,901
12707,13608,đi,O,901
12708,13609,tìm,O,901
12709,13610,nước,O,901
12710,13611,để,O,901
12711,13612,dập,O,901
12712,13613,tắt,O,901
12713,13614,?,O,901
12714,13615,Chắc,O,901
12715,13616,khi,O,901
12716,13617,quay,O,901
12717,13618,lại,O,901
12718,13619,thì,O,901
12719,13620,cháy,O,901
12720,13621,mẹ,B-T,901
12721,13622,hết,O,901
12722,13623,rồi,O,901
12723,13624,.,O,901
12724,13625,Trang,O,901
12725,13626,bị,O,901
12726,13627,bình,O,901
12727,13628,chửA,O,901
12728,13629,cháy,O,901
12729,13630,là,O,901
12730,13631,để,O,901
12731,13632,khống,O,901
12732,13633,chế,O,901
12733,13634,lửa,O,901
12734,13635,mấy,O,901
12735,13636,cu,B-T,901
12736,13637,ạ,O,901
12737,13638,.,O,901
12738,13639,Còn,O,901
12739,13640,thêm,O,901
12740,13641,vụ,O,901
12741,13642,mấy,O,901
12742,13643,xe,O,901
12743,13644,phải,O,901
12744,13645,trang,O,901
12745,13646,bị,O,901
12746,13647,búa,O,901
12747,13648,để,O,901
12748,13649,khi,O,901
12749,13650,lở,O,901
12750,13651,rơi,O,901
12751,13652,xuống,O,901
12752,13653,vực,O,901
12753,13654,or,O,901
12754,13655,xuống,O,901
12755,13656,nước,O,901
12756,13657,còn,O,901
12757,13658,lấy,O,901
12758,13659,núa,O,901
12759,13660,mà,O,901
12760,13661,phá,O,901
12761,13662,kính,O,901
12762,13663,thoát,O,901
12763,13664,thân,O,901
12764,13665,.,O,901
12765,13666,Khi,O,901
12766,13667,trag,O,901
12767,13668,bị,O,901
12768,13669,là,O,901
12769,13670,để,O,901
12770,13671,an,O,901
12771,13672,toàn,O,901
12772,13673,tíng,O,901
12773,13674,mạng,O,901
12774,13675,nhé,O,901
12775,13676,.,O,901
12776,13677,Lở,O,901
12777,13678,có,O,901
12778,13679,ngu,B-T,901
12779,13680,thì,O,901
12780,13681,im,O,901
12781,13682,chứ,O,901
12782,13683,nói,O,901
12783,13684,ra,O,901
12784,13685,người,O,901
12785,13686,ta,O,901
12786,13687,biết,O,901
12787,13688,thì,O,901
12788,13689,nhục,B-T,901
12789,13690,lắm,O,901
12790,13692,nhiệt,O,902
12791,13693,độ,O,902
12792,13694,giờ,O,902
12793,13695,quá,O,902
12794,13696,hợp,O,902
12795,13697,lý,O,902
12796,13698,.,O,902
12797,13699,sài,O,902
12798,13700,gòn,O,902
12799,13701,35,O,902
12800,13702,.,O,902
12801,13703,hà,O,902
12802,13704,nội,O,902
12803,13705,32,O,902
12804,13706,.,O,902
12805,13707,virus,O,902
12806,13708,ko,O,902
12807,13709,sống,O,902
12808,13710,nổi,O,902
12809,13711,.,O,902
12810,13712,hà,O,902
12811,13713,nội,O,902
12812,13714,ở,O,902
12813,13715,nhà,O,902
12814,13716,2,O,902
12815,13717,ngày,O,902
12816,13718,thôi,O,902
12817,13719,là,O,902
12818,13720,hết,O,902
12819,13721,dịch,O,902
12820,13722,.,O,902
12821,13724,Khiêu,B-T,903
12822,13725,dâm,I-T,903
12823,13726,hay,O,903
12824,13727,gì,O,903
12825,13729,Chào,O,904
12826,13730,nhéee,O,904
12827,13732,Đường,O,905
12828,13733,tăng,O,905
12829,13734,hơi,O,905
12830,13735,béo,O,905
12831,13737,Dung,O,906
12832,13738,la,O,906
12833,13739,con,B-T,906
12834,13740,linh,O,906
12835,13741,dien,B-T,906
12836,13742,dien,I-T,906
12837,13743,vua,O,906
12838,13744,thoi,O,906
12839,13745,chang,O,906
12840,13746,qua,O,906
12841,13747,nt,O,906
12842,13748,goi,O,906
12843,13749,de,O,906
12844,13750,choc,O,906
12845,13751,my,O,906
12846,13752,dien,B-T,906
12847,13753,thoi,O,906
12848,13754,con,B-T,906
12849,13755,ng,B-T,906
12850,13756,nhu,I-T,906
12851,13757,linh,I-T,906
12852,13758,dien,I-T,906
12853,13759,thi,I-T,906
12854,13760,ai,I-T,906
12855,13761,them,I-T,906
12856,13763,Hà,O,907
12857,13764,Nhật,O,907
12858,13765,đang,O,907
12859,13766,ở,O,907
12860,13767,nhà,O,907
12861,13768,ko,O,907
12862,13769,thì,O,907
12863,13770,đi,O,907
12864,13771,đi,O,907
12865,13772,:,O,907
12866,13773,),O,907
12867,13774,),O,907
12868,13775,),O,907
12869,13777,Lần,O,908
12870,13778,sau,O,908
12871,13779,bắt,O,908
12872,13780,gặp,O,908
12873,13781,chụp,O,908
12874,13782,thành,O,908
12875,13783,quả,O,908
12876,13784,+,O,908
12877,13785,chủ,O,908
12878,13786,vũng,O,908
12879,13787,nước,B-T,908
12880,13788,đái,I-T,908
12881,13789,=,O,908
12882,13790,ghép,O,908
12883,13791,lại,O,908
12884,13792,.,O,908
12885,13793,Up,O,908
12886,13794,nó,O,908
12887,13795,lên,O,908
12888,13796,gr,O,908
12889,13797,cty,O,908
12890,13798,cho,O,908
12891,13799,đội,B-T,908
12892,13800,quần,I-T,908
12893,13801,luôn,O,908
12894,13802,😃,O,908
12895,13804,Gia,O,909
12896,13805,Cát,O,909
12897,13806,Lồn,B-T,909
12898,13807,=,O,909
12899,13808,),O,909
12900,13809,),O,909
12901,13810,),O,909
12902,13811,),O,909
12903,13812,),O,909
12904,13814,Fan,O,910
12905,13815,Việt,O,910
12906,13816,lúc,O,910
12907,13817,này,O,910
12908,13818,:,O,910
12909,13820,Ý,O,911
12910,13821,Thức,O,911
12911,13822,Như,O,911
12912,13823,Kặc,B-T,911
12913,13824,.,O,911
12914,13826,cái,O,912
12915,13827,thằng,B-T,912
12916,13828,tung,I-T,912
12917,13829,cựa.nó,B-T,912
12918,13830,lại,O,912
12919,13831,đi,O,912
12920,13832,trước,O,912
12921,13833,chúng,O,912
12922,13834,ta,O,912
12923,13835,ah,O,912
12924,13836,!,O,912
12925,13837,đã,O,912
12926,13838,duyệt,O,912
12927,13839,bao,O,912
12928,13840,nhiêu,O,912
12929,13841,cái,O,912
12930,13842,tượng,O,912
12931,13843,đài,O,912
12932,13844,",",O,912
12933,13845,tốn,O,912
12934,13846,bao,O,912
12935,13847,nhiêu,O,912
12936,13848,tiền,O,912
12937,13849,tỷ,O,912
12938,13850,rồi,O,912
12939,13851,mà,O,912
12940,13852,.,O,912
12941,13853,ko,O,912
12942,13854,có,O,912
12943,13855,cái,O,912
12944,13856,nào,O,912
12945,13857,to,O,912
12946,13858,nhất,O,912
12947,13859,để,O,912
12948,13860,đập,B-T,912
12949,13861,là,O,912
12950,13862,sao,O,912
12951,13863,hả.các,O,912
12952,13864,đồng,O,912
12953,13865,chí,O,912
12954,13866,!,O,912
12955,13867,về,O,912
12956,13868,viết,O,912
12957,13869,kiểm,O,912
12958,13870,điểm,O,912
12959,13871,hết,O,912
12960,13872,cho,O,912
12961,13873,tôi,O,912
12962,13874,.,O,912
12963,13876,Cực,O,913
12964,13877,kì,O,913
12965,13878,thuyết,O,913
12966,13879,phục,O,913
12967,13880,!,O,913
12968,13882,Nguyễn,O,914
12969,13883,Thuý,O,914
12970,13884,Nga,O,914
12971,13885,Bù,O,914
12972,13886,Tây,O,914
12973,13887,2,O,914
12974,13888,em,O,914
12975,13889,thấy,O,914
12976,13890,thế,O,914
12977,13891,nào,O,914
